Level,Name,Value,Description
 1,"FMC","100 Registers",
 1,"GFXMMU","4114 Registers",
 1,"GFXTIM","52 Registers",
 1,"GPDMA","346 Registers",
 1,"GPIO","64 Registers",
  2,"GPIOA","32 Registers","General-purpose I/Os"
   3,"GPIOA_MODER",0xABFFEFFF,"GPIO port A mode register"
   3,"GPIOA_OTYPER",0x00000000,"GPIO port A output type register"
   3,"GPIOA_OSPEEDR",0x0C000000,"GPIO port A output speed register"
   3,"GPIOA_PUPDR",0x64000000,"GPIO port A pull-up/pull-down register"
   3,"GPIOA_IDR",0x00000040,"GPIO port A input data register"
   3,"GPIOA_ODR",0x00000000,"GPIO port A output data register"
   3,"GPIOA_BSRR",0x00000000,"GPIO port A bit set/reset register"
   3,"GPIOA_LCKR",0x00000000,"GPIO port A configuration lock register"
   3,"GPIOA_AFRL",0x00000000,"GPIO port A alternate function low register"
   3,"GPIOA_AFRH",0x00000000,"GPIO port A alternate function high register"
   3,"GPIOA_BRR",0x00000000,"GPIO port A bit reset register"
   3,"GPIOA_SECCFGR",0x0000FFFF,"GPIO port A secure configuration register"
   3,"GPIOA_PRIVCFGR",0x0000FFFF,"GPIO port A privileged configuration register"
   3,"GPIOA_RCFGLOCKR",0x00000000,"GPIO port A resource configuration lock register"
   3,"GPIOA_DELAYRL",0x00000000,"GPIO port A delay low register"
   3,"GPIOA_DELAYRH",0x00000000,"GPIO port A delay high register"
   3,"GPIOA_PIOCFGRL",0x00000000,"GPIO port A PIO control low register"
   3,"GPIOA_PIOCFGRH",0x00000000,"GPIO port A PIO control high register"
   3,"GPIOA_HWCFGR10",0x01011240,"GPIO port A hardware configuration register 10"
   3,"GPIOA_HWCFGR9",0x0000FFFF,"GPIO port A hardware configuration register 9"
   3,"GPIOA_HWCFGR8",0xC00CCCCC,"GPIO port A hardware configuration register 8"
   3,"GPIOA_HWCFGR7",0xCCCEECCC,"GPIO port A hardware configuration register 7"
   3,"GPIOA_HWCFGR6",0xABFFEFFF,"GPIO port A hardware configuration register 6"
   3,"GPIOA_HWCFGR5",0x64000000,"GPIO port A hardware configuration register 5"
   3,"GPIOA_HWCFGR4",0x0C000000,"GPIO port A hardware configuration register 4"
   3,"GPIOA_HWCFGR3",0x00000000,"GPIO port A hardware configuration register 3"
   3,"GPIOA_HWCFGR2",0x00000000,"GPIO port A hardware configuration register 2"
   3,"GPIOA_HWCFGR1",0x00000000,"GPIO port A hardware configuration register 1"
   3,"GPIOA_HWCFGR0",0x00000000,"GPIO port A hardware configuration register 0"
   3,"GPIOA_VERR",0x00000010,"GPIO port A version register"
   3,"GPIOA_IPIDR",0x000F0004,"GPIO port A identification register"
   3,"GPIOA_SIDR",0xA3C5DD01,"GPIO port A size identification register"
  2,"GPIOA_S","32 Registers","General-purpose I/Os"
 1,"HASH","258 Registers",
 1,"HDP","12 Registers",
 1,"HPDMA","410 Registers",
 1,"I2C","88 Registers",
 1,"I3C","124 Registers",
 1,"ICACHE","12 Registers",
 1,"IWDG","14 Registers",
 1,"JPEG","1008 Registers",
 1,"LPTIM","138 Registers",
 1,"LPUART","24 Registers",
 1,"LTDC","140 Registers",
 1,"MCE","384 Registers",
 1,"MDF","196 Registers",
 1,"MDIOS","142 Registers",
 1,"OTG","964 Registers",
 1,"PKA","6 Registers",
 1,"PSSI","14 Registers",
 1,"PWR","34 Registers",
 1,"RAMCFG","76 Registers",
 1,"RCC","500 Registers",
 1,"RIF","48 Registers",
 1,"RIFSC","76 Registers",
 1,"RISAF","370 Registers",
 1,"RNG","10 Registers",
 1,"RTC","50 Registers",
 1,"SAES","54 Registers",
 1,"SAI","76 Registers",
 1,"SDMMC","156 Registers",
 1,"SPDIFRX","18 Registers",
 1,"SPI","168 Registers",
 1,"SYSCFG","64 Registers",
 1,"TAMP","100 Registers",
 1,"TIM","316 Registers",
 1,"TIMx","168 Registers",
 1,"UCPD","28 Registers",
 1,"USART","280 Registers",
 1,"VENC","710 Registers",
 1,"VREFBUF","4 Registers",
 1,"WWDG","6 Registers",
 1,"XSPI","186 Registers",
 1,"XSPIM","2 Registers",
 1,"GPIOB","32 Registers","General-purpose I/Os"
 1,"GPIOB_S","32 Registers","General-purpose I/Os"
 1,"GPIOC","32 Registers","General-purpose I/Os"
 1,"GPIOC_S","32 Registers","General-purpose I/Os"
 1,"GPIOD","32 Registers","General-purpose I/Os"
 1,"GPIOD_S","32 Registers","General-purpose I/Os"
 1,"GPIOE","32 Registers","General-purpose I/Os"
 1,"GPIOE_S","32 Registers","General-purpose I/Os"
 1,"GPIOF","32 Registers","General-purpose I/Os"
 1,"GPIOF_S","32 Registers","General-purpose I/Os"
 1,"GPIOG","32 Registers","General-purpose I/Os"
 1,"GPIOG_S","32 Registers","General-purpose I/Os"
 1,"GPIOH","32 Registers","General-purpose I/Os"
 1,"GPIOH_S","32 Registers","General-purpose I/Os"
 1,"GPION","32 Registers","General-purpose I/Os"
 1,"GPION_S","32 Registers","General-purpose I/Os"
 1,"GPIOO","32 Registers","General-purpose I/Os"
 1,"GPIOO_S","32 Registers","General-purpose I/Os"
 1,"GPIOP","32 Registers","General-purpose I/Os"
 1,"GPIOP_S","32 Registers","General-purpose I/Os"
 1,"GPIOQ","32 Registers","General-purpose I/Os"
 1,"GPIOQ_S","32 Registers","General-purpose I/Os"
 1,"TIM10","12 Registers","General-purpose timers"
 1,"TIM10_S","12 Registers","General-purpose timers"
 1,"TIM11","12 Registers","General-purpose timers"
 1,"TIM11_S","12 Registers","General-purpose timers"
 1,"TIM12","15 Registers","General-purpose timers"
 1,"TIM12_S","15 Registers","General-purpose timers"
 1,"TIM13","12 Registers","General-purpose timers"
 1,"TIM13_S","12 Registers","General-purpose timers"
 1,"TIM14","12 Registers","General-purpose timers"
 1,"TIM14_S","12 Registers","General-purpose timers"
 1,"TIM9","15 Registers","General-purpose timers"
 1,"TIM9_S","15 Registers","General-purpose timers"
